context,source_index,method,answers,initial_em,em,f1,scale,joint,whole_context,unfinished,inspections,local_gain,helpful_events,harmful_events,accepted,rejected,sibling_fixed,sibling_harmed,calls,tokens,seconds,attempts,extraction_calls,extraction_attempts,extraction_tokens,extraction_seconds,accuracy
e78f8b29-6085-43de-b32f-be1a68641be3,0,individual,6,1.0,2.0,2.0,2,2,0,0,2,1.0,0,0,0,0,0,0,0,0,0,0,6,6,4281,12.676014999044128,0.3333333333333333
e78f8b29-6085-43de-b32f-be1a68641be3,0,execute,6,1.0,2.0,2.0,2,2,0,0,2,1.0,0,0,0,4,0,0,0,0,0,0,6,6,4281,12.676014999044128,0.3333333333333333
e78f8b29-6085-43de-b32f-be1a68641be3,0,reattempt,6,1.0,3.0,3.0,3,3,0,0,2,1.0,1,0,9,0,1,0,9,6668,15.187830912065692,9,6,6,4281,12.676014999044128,0.5
e78f8b29-6085-43de-b32f-be1a68641be3,0,verify,6,1.0,2.0,2.0,2,2,0,0,2,1.0,0,0,0,4,0,0,4,3226,7.551358225988224,4,6,6,4281,12.676014999044128,0.3333333333333333
e78f8b29-6085-43de-b32f-be1a68641be3,0,coarse,6,1.0,6.0,6.0,6,6,1,0,2,1.0,4,0,9,0,4,0,9,8155,26.08040992473252,9,6,6,4281,12.676014999044128,1.0
e78f8b29-6085-43de-b32f-be1a68641be3,0,patch,6,1.0,2.0,2.0,2,2,0,0,2,1.0,0,0,0,9,0,0,2,1529,4.173422047984786,2,6,6,4281,12.676014999044128,0.3333333333333333
e78f8b29-6085-43de-b32f-be1a68641be3,0,no_applicability,6,1.0,2.0,2.0,2,2,0,0,2,1.0,0,0,0,9,0,0,2,1529,4.173422047984786,2,6,6,4281,12.676014999044128,0.3333333333333333
98c16699-d385-4631-91de-1bc3c87f9f99,1,individual,6,2.0,4.0,4.0,6,4,0,0,2,2.0,0,0,0,0,0,0,0,0,0,0,6,6,8629,16.921271171886474,0.6666666666666666
98c16699-d385-4631-91de-1bc3c87f9f99,1,execute,6,2.0,4.0,4.0,6,4,0,0,2,2.0,0,0,0,4,0,0,0,0,0,0,6,6,8629,16.921271171886474,0.6666666666666666
98c16699-d385-4631-91de-1bc3c87f9f99,1,reattempt,6,2.0,4.0,4.0,6,4,0,0,2,2.0,0,0,9,0,0,0,9,14893,41.76320276898332,9,6,6,8629,16.921271171886474,0.6666666666666666
98c16699-d385-4631-91de-1bc3c87f9f99,1,verify,6,2.0,4.0,4.0,6,4,0,0,2,2.0,0,0,0,4,0,0,4,6597,16.475152672966942,4,6,6,8629,16.921271171886474,0.6666666666666666
98c16699-d385-4631-91de-1bc3c87f9f99,1,coarse,6,2.0,4.0,4.0,6,4,0,0,2,2.0,0,0,7,2,0,0,9,12038,29.16758677305188,7,6,6,8629,16.921271171886474,0.6666666666666666
98c16699-d385-4631-91de-1bc3c87f9f99,1,patch,6,2.0,4.0,4.0,6,4,0,0,2,2.0,0,0,0,9,0,0,2,3658,11.051184577983804,2,6,6,8629,16.921271171886474,0.6666666666666666
98c16699-d385-4631-91de-1bc3c87f9f99,1,no_applicability,6,2.0,4.0,4.0,6,4,0,0,2,2.0,0,0,0,9,0,0,2,3658,11.051184577983804,2,6,6,8629,16.921271171886474,0.6666666666666666
991d23d7-f32d-4954-8e1d-87ad22470fcf,2,individual,6,2.0,4.0,4.5,6,4,0,0,2,2.0,0,0,0,0,0,0,0,0,0,0,6,6,7830,15.883739064098336,0.6666666666666666
991d23d7-f32d-4954-8e1d-87ad22470fcf,2,execute,6,2.0,4.0,4.5,6,4,0,0,2,2.0,0,0,0,4,0,0,0,0,0,0,6,6,7830,15.883739064098336,0.6666666666666666
991d23d7-f32d-4954-8e1d-87ad22470fcf,2,reattempt,6,2.0,4.0,4.5,6,4,0,0,2,2.0,0,0,9,0,0,0,9,13071,31.025437651085667,9,6,6,7830,15.883739064098336,0.6666666666666666
991d23d7-f32d-4954-8e1d-87ad22470fcf,2,verify,6,2.0,4.0,4.5,6,4,0,0,2,2.0,0,0,0,4,0,0,4,5886,15.138876181095839,4,6,6,7830,15.883739064098336,0.6666666666666666
991d23d7-f32d-4954-8e1d-87ad22470fcf,2,coarse,6,2.0,4.0,4.5,6,4,0,0,2,2.0,0,0,9,0,0,0,9,13439,22.154197761788964,9,6,6,7830,15.883739064098336,0.6666666666666666
991d23d7-f32d-4954-8e1d-87ad22470fcf,2,patch,6,2.0,4.0,4.5,6,4,0,0,2,2.0,0,0,0,9,0,0,2,3046,6.84658061992377,2,6,6,7830,15.883739064098336,0.6666666666666666
991d23d7-f32d-4954-8e1d-87ad22470fcf,2,no_applicability,6,2.0,4.0,4.5,6,4,0,0,2,2.0,0,0,0,9,0,0,2,3046,6.84658061992377,2,6,6,7830,15.883739064098336,0.6666666666666666
806ac467-ab50-428b-8584-baef6d6c4cee,3,individual,6,1.0,3.0,3.62,6,3,0,0,2,2.0,0,0,0,0,0,0,0,0,0,0,6,6,9696,18.503612926928326,0.5
806ac467-ab50-428b-8584-baef6d6c4cee,3,execute,6,1.0,3.0,3.62,6,3,0,0,2,2.0,0,0,0,4,0,0,0,0,0,0,6,6,9696,18.503612926928326,0.5
806ac467-ab50-428b-8584-baef6d6c4cee,3,reattempt,6,1.0,3.0,3.62,6,3,0,0,2,2.0,0,0,5,4,0,0,9,8282,13.559567357995547,5,6,6,9696,18.503612926928326,0.5
806ac467-ab50-428b-8584-baef6d6c4cee,3,verify,6,1.0,3.0,3.62,6,3,0,0,2,2.0,0,0,0,4,0,0,4,3332,5.901086961035617,2,6,6,9696,18.503612926928326,0.5
806ac467-ab50-428b-8584-baef6d6c4cee,3,coarse,6,1.0,2.0,3.5,6,2,0,0,2,2.0,0,1,1,8,0,1,9,3461,6.1285675128456205,2,6,6,9696,18.503612926928326,0.3333333333333333
806ac467-ab50-428b-8584-baef6d6c4cee,3,patch,6,1.0,3.0,3.62,6,3,0,0,2,2.0,0,0,0,9,0,0,2,0,0,0,6,6,9696,18.503612926928326,0.5
806ac467-ab50-428b-8584-baef6d6c4cee,3,no_applicability,6,1.0,3.0,3.62,6,3,0,0,2,2.0,0,0,0,9,0,0,2,0,0,0,6,6,9696,18.503612926928326,0.5
67111519-017b-4638-9a74-41eb792c2f0f,4,individual,6,1.0,2.0,2.99,5,2,0,0,2,1.0,0,0,0,0,0,0,0,0,0,0,6,6,7223,17.848649418214336,0.3333333333333333
67111519-017b-4638-9a74-41eb792c2f0f,4,execute,6,1.0,2.0,2.99,5,2,0,0,2,1.0,0,0,0,4,0,0,0,0,0,0,6,6,7223,17.848649418214336,0.3333333333333333
67111519-017b-4638-9a74-41eb792c2f0f,4,reattempt,6,1.0,2.0,2.19,5,2,0,0,2,1.0,0,0,9,0,0,0,9,13133,41.97505230002571,9,6,6,7223,17.848649418214336,0.3333333333333333
67111519-017b-4638-9a74-41eb792c2f0f,4,verify,6,1.0,2.0,2.99,5,2,0,0,2,1.0,0,0,0,4,0,0,4,5846,18.15276480000466,4,6,6,7223,17.848649418214336,0.3333333333333333
67111519-017b-4638-9a74-41eb792c2f0f,4,coarse,6,1.0,2.0,2.99,5,2,0,0,2,1.0,0,0,9,0,0,0,9,13892,38.39261780097149,9,6,6,7223,17.848649418214336,0.3333333333333333
67111519-017b-4638-9a74-41eb792c2f0f,4,patch,6,1.0,2.0,2.99,5,2,0,0,2,1.0,0,0,0,9,0,0,2,3094,8.70921949611511,2,6,6,7223,17.848649418214336,0.3333333333333333
67111519-017b-4638-9a74-41eb792c2f0f,4,no_applicability,6,1.0,2.0,2.99,5,2,0,0,2,1.0,0,0,0,9,0,0,2,3094,8.70921949611511,2,6,6,7223,17.848649418214336,0.3333333333333333
635228dd-44ae-4ad2-817d-2079a9ceb320,5,individual,6,3.0,5.0,5.67,6,5,0,0,2,2.0,0,0,0,0,0,0,0,0,0,0,6,6,4258,12.622880065231584,0.8333333333333334
635228dd-44ae-4ad2-817d-2079a9ceb320,5,execute,6,3.0,5.0,5.67,6,5,0,0,2,2.0,0,0,0,4,0,0,0,0,0,0,6,6,4258,12.622880065231584,0.8333333333333334
635228dd-44ae-4ad2-817d-2079a9ceb320,5,reattempt,6,3.0,5.0,5.67,6,5,0,0,2,2.0,0,0,9,0,0,0,9,6930,22.016472099116072,9,6,6,4258,12.622880065231584,0.8333333333333334
635228dd-44ae-4ad2-817d-2079a9ceb320,5,verify,6,3.0,5.0,5.67,6,5,0,0,2,2.0,0,0,0,4,0,0,4,3025,9.240540315047838,4,6,6,4258,12.622880065231584,0.8333333333333334
635228dd-44ae-4ad2-817d-2079a9ceb320,5,coarse,6,3.0,5.0,5.67,6,5,0,0,2,2.0,0,0,9,0,0,0,9,7552,19.052371163736098,9,6,6,4258,12.622880065231584,0.8333333333333334
635228dd-44ae-4ad2-817d-2079a9ceb320,5,patch,6,3.0,5.0,5.67,6,5,0,0,2,2.0,0,0,0,9,0,0,2,2252,10.417321810964495,2,6,6,4258,12.622880065231584,0.8333333333333334
635228dd-44ae-4ad2-817d-2079a9ceb320,5,no_applicability,6,3.0,5.0,5.67,6,5,0,0,2,2.0,0,0,0,9,0,0,2,2252,10.417321810964495,2,6,6,4258,12.622880065231584,0.8333333333333334
