id,comparison,metric,difference
MUL0003.json,semantic_memory,project_correct,0.0
MUL0011.json,semantic_memory,project_correct,0.0
MUL0018.json,semantic_memory,project_correct,0.0
MUL0034.json,semantic_memory,project_correct,0.0
MUL0071.json,semantic_memory,project_correct,0.0
MUL0072.json,semantic_memory,project_correct,0.0
MUL0089.json,semantic_memory,project_correct,0.0
MUL0113.json,semantic_memory,project_correct,0.0
MUL0116.json,semantic_memory,project_correct,0.0
MUL0144.json,semantic_memory,project_correct,0.0
MUL0197.json,semantic_memory,project_correct,0.0
MUL1202.json,semantic_memory,project_correct,0.0
MUL1211.json,semantic_memory,project_correct,0.0
MUL1248.json,semantic_memory,project_correct,0.0
MUL1268.json,semantic_memory,project_correct,0.0
MUL1276.json,semantic_memory,project_correct,0.0
MUL1278.json,semantic_memory,project_correct,0.0
MUL1342.json,semantic_memory,project_correct,0.0
MUL1350.json,semantic_memory,project_correct,0.0
MUL1351.json,semantic_memory,project_correct,0.0
MUL1376.json,semantic_memory,project_correct,0.0
PMUL0012.json,semantic_memory,project_correct,0.0
PMUL0089.json,semantic_memory,project_correct,0.0
PMUL0117.json,semantic_memory,project_correct,0.0
MUL0003.json,semantic_memory,artifact_accuracy,0.0
MUL0011.json,semantic_memory,artifact_accuracy,0.0
MUL0018.json,semantic_memory,artifact_accuracy,0.0
MUL0034.json,semantic_memory,artifact_accuracy,0.0
MUL0071.json,semantic_memory,artifact_accuracy,0.0
MUL0072.json,semantic_memory,artifact_accuracy,0.0
MUL0089.json,semantic_memory,artifact_accuracy,0.08333333333333337
MUL0113.json,semantic_memory,artifact_accuracy,0.0
MUL0116.json,semantic_memory,artifact_accuracy,0.0
MUL0144.json,semantic_memory,artifact_accuracy,0.0
MUL0197.json,semantic_memory,artifact_accuracy,0.0
MUL1202.json,semantic_memory,artifact_accuracy,0.0
MUL1211.json,semantic_memory,artifact_accuracy,0.0
MUL1248.json,semantic_memory,artifact_accuracy,0.0
MUL1268.json,semantic_memory,artifact_accuracy,0.0
MUL1276.json,semantic_memory,artifact_accuracy,0.0
MUL1278.json,semantic_memory,artifact_accuracy,0.0
MUL1342.json,semantic_memory,artifact_accuracy,0.0
MUL1350.json,semantic_memory,artifact_accuracy,0.0
MUL1351.json,semantic_memory,artifact_accuracy,0.0
MUL1376.json,semantic_memory,artifact_accuracy,0.0
PMUL0012.json,semantic_memory,artifact_accuracy,0.0
PMUL0089.json,semantic_memory,artifact_accuracy,0.0
PMUL0117.json,semantic_memory,artifact_accuracy,0.0
MUL0003.json,semantic_memory,questions,5.5
MUL0011.json,semantic_memory,questions,1.0
MUL0018.json,semantic_memory,questions,0.5
MUL0034.json,semantic_memory,questions,-0.5
MUL0071.json,semantic_memory,questions,0.5
MUL0072.json,semantic_memory,questions,4.0
MUL0089.json,semantic_memory,questions,1.5
MUL0113.json,semantic_memory,questions,9.0
MUL0116.json,semantic_memory,questions,1.0
MUL0144.json,semantic_memory,questions,3.0
MUL0197.json,semantic_memory,questions,0.0
MUL1202.json,semantic_memory,questions,5.0
MUL1211.json,semantic_memory,questions,-0.5
MUL1248.json,semantic_memory,questions,4.0
MUL1268.json,semantic_memory,questions,2.0
MUL1276.json,semantic_memory,questions,2.0
MUL1278.json,semantic_memory,questions,0.0
MUL1342.json,semantic_memory,questions,0.5
MUL1350.json,semantic_memory,questions,1.0
MUL1351.json,semantic_memory,questions,0.0
MUL1376.json,semantic_memory,questions,2.0
PMUL0012.json,semantic_memory,questions,1.0
PMUL0089.json,semantic_memory,questions,0.0
PMUL0117.json,semantic_memory,questions,2.5
MUL0003.json,semantic_memory,answered_questions,5.5
MUL0011.json,semantic_memory,answered_questions,1.0
MUL0018.json,semantic_memory,answered_questions,0.5
MUL0034.json,semantic_memory,answered_questions,-0.5
MUL0071.json,semantic_memory,answered_questions,0.5
MUL0072.json,semantic_memory,answered_questions,4.0
MUL0089.json,semantic_memory,answered_questions,1.5
MUL0113.json,semantic_memory,answered_questions,9.0
MUL0116.json,semantic_memory,answered_questions,1.0
MUL0144.json,semantic_memory,answered_questions,3.0
MUL0197.json,semantic_memory,answered_questions,0.0
MUL1202.json,semantic_memory,answered_questions,5.0
MUL1211.json,semantic_memory,answered_questions,-0.5
MUL1248.json,semantic_memory,answered_questions,4.0
MUL1268.json,semantic_memory,answered_questions,2.0
MUL1276.json,semantic_memory,answered_questions,2.0
MUL1278.json,semantic_memory,answered_questions,0.0
MUL1342.json,semantic_memory,answered_questions,0.5
MUL1350.json,semantic_memory,answered_questions,1.0
MUL1351.json,semantic_memory,answered_questions,0.0
MUL1376.json,semantic_memory,answered_questions,2.0
PMUL0012.json,semantic_memory,answered_questions,1.0
PMUL0089.json,semantic_memory,answered_questions,0.0
PMUL0117.json,semantic_memory,answered_questions,2.5
MUL0003.json,semantic_memory,revalidation_reads,0.0
MUL0011.json,semantic_memory,revalidation_reads,-8.0
MUL0018.json,semantic_memory,revalidation_reads,-5.0
MUL0034.json,semantic_memory,revalidation_reads,-5.0
MUL0071.json,semantic_memory,revalidation_reads,-9.0
MUL0072.json,semantic_memory,revalidation_reads,-1.5
MUL0089.json,semantic_memory,revalidation_reads,-3.5
MUL0113.json,semantic_memory,revalidation_reads,0.0
MUL0116.json,semantic_memory,revalidation_reads,-8.0
MUL0144.json,semantic_memory,revalidation_reads,-1.5
MUL0197.json,semantic_memory,revalidation_reads,-6.0
MUL1202.json,semantic_memory,revalidation_reads,0.0
MUL1211.json,semantic_memory,revalidation_reads,-3.0
MUL1248.json,semantic_memory,revalidation_reads,-6.0
MUL1268.json,semantic_memory,revalidation_reads,-4.5
MUL1276.json,semantic_memory,revalidation_reads,-6.0
MUL1278.json,semantic_memory,revalidation_reads,-6.0
MUL1342.json,semantic_memory,revalidation_reads,0.0
MUL1350.json,semantic_memory,revalidation_reads,-9.5
MUL1351.json,semantic_memory,revalidation_reads,-3.0
MUL1376.json,semantic_memory,revalidation_reads,-7.0
PMUL0012.json,semantic_memory,revalidation_reads,-4.0
PMUL0089.json,semantic_memory,revalidation_reads,0.0
PMUL0117.json,semantic_memory,revalidation_reads,-4.0
MUL0003.json,full_history,project_correct,0.0
MUL0011.json,full_history,project_correct,0.0
MUL0018.json,full_history,project_correct,0.0
MUL0034.json,full_history,project_correct,0.0
MUL0071.json,full_history,project_correct,0.0
MUL0072.json,full_history,project_correct,0.0
MUL0089.json,full_history,project_correct,-0.5
MUL0113.json,full_history,project_correct,0.0
MUL0116.json,full_history,project_correct,0.0
MUL0144.json,full_history,project_correct,-0.5
MUL0197.json,full_history,project_correct,0.0
MUL1202.json,full_history,project_correct,1.0
MUL1211.json,full_history,project_correct,0.0
MUL1248.json,full_history,project_correct,1.0
MUL1268.json,full_history,project_correct,1.0
MUL1276.json,full_history,project_correct,0.0
MUL1278.json,full_history,project_correct,0.0
MUL1342.json,full_history,project_correct,1.0
MUL1350.json,full_history,project_correct,0.0
MUL1351.json,full_history,project_correct,0.0
MUL1376.json,full_history,project_correct,0.0
PMUL0012.json,full_history,project_correct,0.0
PMUL0089.json,full_history,project_correct,0.0
PMUL0117.json,full_history,project_correct,0.0
MUL0003.json,full_history,artifact_accuracy,0.0
MUL0011.json,full_history,artifact_accuracy,0.0
MUL0018.json,full_history,artifact_accuracy,0.0
MUL0034.json,full_history,artifact_accuracy,0.0
MUL0071.json,full_history,artifact_accuracy,0.0
MUL0072.json,full_history,artifact_accuracy,0.0
MUL0089.json,full_history,artifact_accuracy,-0.25
MUL0113.json,full_history,artifact_accuracy,0.0
MUL0116.json,full_history,artifact_accuracy,0.0
MUL0144.json,full_history,artifact_accuracy,-0.25
MUL0197.json,full_history,artifact_accuracy,0.0
MUL1202.json,full_history,artifact_accuracy,0.33333333333333337
MUL1211.json,full_history,artifact_accuracy,0.0
MUL1248.json,full_history,artifact_accuracy,0.6666666666666667
MUL1268.json,full_history,artifact_accuracy,0.16666666666666663
MUL1276.json,full_history,artifact_accuracy,0.0
MUL1278.json,full_history,artifact_accuracy,0.0
MUL1342.json,full_history,artifact_accuracy,0.5833333333333334
MUL1350.json,full_history,artifact_accuracy,0.0
MUL1351.json,full_history,artifact_accuracy,0.0
MUL1376.json,full_history,artifact_accuracy,0.0
PMUL0012.json,full_history,artifact_accuracy,0.0
PMUL0089.json,full_history,artifact_accuracy,0.0
PMUL0117.json,full_history,artifact_accuracy,0.0
MUL0003.json,full_history,questions,4.0
MUL0011.json,full_history,questions,1.0
MUL0018.json,full_history,questions,2.0
MUL0034.json,full_history,questions,0.0
MUL0071.json,full_history,questions,-1.5
MUL0072.json,full_history,questions,3.5
MUL0089.json,full_history,questions,1.5
MUL0113.json,full_history,questions,9.0
