bundle_id,replicate,variant,review_duration,policy,tick,eligible,selected,greedy_choice,search_choice,planning_seconds,ordered_subsets_evaluated
evaluation_00,0,reference,2,no_review,0,2,,train:062,train:089,3.246101550757885e-05,0
evaluation_00,0,reference,2,no_review,1,3,,train:018,train:018,3.518001176416874e-05,0
evaluation_00,0,reference,2,no_review,2,2,,train:062,train:062,3.661494702100754e-05,0
evaluation_00,0,reference,2,no_review,3,1,,train:089,train:089,5.31079713255167e-05,0
evaluation_00,0,reference,2,no_review,4,0,,,,3.076600842177868e-05,0
evaluation_00,0,reference,2,no_review,5,0,,,,2.3739412426948547e-06,0
evaluation_00,0,reference,2,fcfs,0,2,train:089,train:062,train:089,3.194599412381649e-05,0
evaluation_00,0,reference,2,fcfs,2,1,train:062,train:062,train:062,3.903801552951336e-05,0
evaluation_00,0,reference,2,fcfs,4,0,,,,2.927030436694622e-06,0
evaluation_00,0,reference,2,fcfs,5,0,,,,7.990747690200806e-07,0
evaluation_00,0,reference,2,edf,0,2,train:062,train:062,train:089,3.723707050085068e-05,0
evaluation_00,0,reference,2,edf,2,1,train:089,train:089,train:089,5.181599408388138e-05,0
evaluation_00,0,reference,2,edf,4,0,,,,4.849047400057316e-06,0
evaluation_00,0,reference,2,edf,5,0,,,,8.440110832452774e-07,0
evaluation_00,0,reference,2,uncertainty,0,2,train:062,train:062,train:089,3.233901225030422e-05,0
evaluation_00,0,reference,2,uncertainty,2,1,train:089,train:089,train:089,4.11720247939229e-05,0
evaluation_00,0,reference,2,uncertainty,4,0,,,,2.325046807527542e-06,0
evaluation_00,0,reference,2,uncertainty,5,0,,,,7.629860192537308e-07,0
evaluation_00,0,reference,2,greedy,0,2,train:062,train:062,train:089,3.348500467836857e-05,0
evaluation_00,0,reference,2,greedy,2,1,train:089,train:089,train:089,4.699896089732647e-05,0
evaluation_00,0,reference,2,greedy,4,0,,,,5.210982635617256e-06,0
evaluation_00,0,reference,2,greedy,5,0,,,,7.639173418283463e-07,0
evaluation_00,0,reference,2,search,0,2,train:089,train:062,train:089,4.582805559039116e-05,5
evaluation_00,0,reference,2,search,2,1,train:062,train:062,train:062,5.168898496776819e-05,2
evaluation_00,0,reference,2,search,4,0,,,,6.571994163095951e-06,0
evaluation_00,0,reference,2,search,5,0,,,,7.719499990344048e-07,0
evaluation_00,0,reference,1,no_review,0,2,,train:062,train:089,3.1445990316569805e-05,0
evaluation_00,0,reference,1,no_review,1,3,,train:018,train:089,3.313401248306036e-05,0
evaluation_00,0,reference,1,no_review,2,3,,train:018,train:018,3.264402039349079e-05,0
evaluation_00,0,reference,1,no_review,3,2,,train:062,train:062,4.517508205026388e-05,0
evaluation_00,0,reference,1,no_review,4,1,,train:089,train:089,2.1614949218928814e-05,0
evaluation_00,0,reference,1,no_review,5,0,,,,2.1960586309432983e-06,0
evaluation_00,0,reference,1,fcfs,0,2,train:089,train:062,train:089,3.0886963941156864e-05,0
evaluation_00,0,reference,1,fcfs,1,2,train:062,train:018,train:062,3.598094917833805e-05,0
evaluation_00,0,reference,1,fcfs,2,1,train:018,train:018,train:018,3.8292957469820976e-05,0
evaluation_00,0,reference,1,fcfs,3,0,,,,3.0229566618800163e-06,0
evaluation_00,0,reference,1,fcfs,4,0,,,,9.629875421524048e-07,0
evaluation_00,0,reference,1,fcfs,5,0,,,,8.450588211417198e-07,0
evaluation_00,0,reference,1,edf,0,2,train:062,train:062,train:089,3.1776027753949165e-05,0
evaluation_00,0,reference,1,edf,1,2,train:018,train:018,train:089,3.4349970519542694e-05,0
evaluation_00,0,reference,1,edf,2,1,train:089,train:089,train:089,2.7582980692386627e-05,0
evaluation_00,0,reference,1,edf,3,0,,,,5.073961801826954e-06,0
evaluation_00,0,reference,1,edf,4,0,,,,7.969792932271957e-07,0
evaluation_00,0,reference,1,edf,5,0,,,,7.33998604118824e-07,0
evaluation_00,0,reference,1,uncertainty,0,2,train:062,train:062,train:089,3.564194776117802e-05,0
evaluation_00,0,reference,1,uncertainty,1,2,train:018,train:018,train:089,3.42419371008873e-05,0
evaluation_00,0,reference,1,uncertainty,2,1,train:089,train:089,train:089,3.0074967071413994e-05,0
evaluation_00,0,reference,1,uncertainty,3,0,,,,3.1209783628582954e-06,0
evaluation_00,0,reference,1,uncertainty,4,0,,,,7.890630513429642e-07,0
evaluation_00,0,reference,1,uncertainty,5,0,,,,7.479684427380562e-07,0
evaluation_00,0,reference,1,greedy,0,2,train:062,train:062,train:089,3.685592673718929e-05,0
